,Ticker,Predicted Return,Return,Previous Close,Predicted Close,Close,Recommended Action
80,T,-0.016131239,0.27127814285168306,29.489999771118164,29.48524284362793,29.56999969482422,No Action
81,VZ,-0.019917954,-0.3851340536837,44.13999938964844,44.13120651245117,43.970001220703125,No Action
82,ABT,-0.024074063,0.8141740525804186,132.64999389648438,132.61805725097656,133.72999572753906,No Action
83,TSLA,-0.0453516,7.356092584909457,368.80999755859375,368.6427307128906,395.94000244140625,No Action
84,NFLX,-0.049770012,-1.251355097112583,1203.5,1202.9010009765625,1188.43994140625,No Action
85,JNJ,-0.054015994,-0.24649996717437395,178.5,178.40357971191406,178.05999755859375,No Action
86,WMT,-0.0551061,0.8183110817381101,102.6500015258789,102.59343719482422,103.48999786376952,No Action
87,CVX,-0.082083024,-0.720378761231244,158.25,158.12010192871094,157.11000061035156,No Action
88,APH,-0.08552214,-0.6612546308323308,119.47000122070312,119.36782836914062,118.68000030517578,No Action
89,SNPS,-0.10085921,-2.8874671810653507,438.1000061035156,437.65814208984375,425.4500122070313,No Action
90,SCHW,-0.108412586,-0.42580531773819263,93.94000244140624,93.8381576538086,93.54000091552734,No Action
91,UBER,-0.11825518,1.2779880445421998,94.68000030517578,94.56803894042967,95.88999938964844,No Action
92,BA,-0.13571538,-1.8409941136547148,219.9900054931641,219.6914520263672,215.94000244140625,No Action
93,ANET,-0.16065015,-8.919233203940047,153.0399932861328,152.79412841796875,139.38999938964844,No Action
94,ADBE,-0.18581983,-0.33946726083158296,350.54998779296875,349.8985900878906,349.3599853515625,No Action
95,GOOG,-0.20354825,0.2491926682272272,240.77999877929688,240.28988647460935,241.3800048828125,No Action
96,AMD,-0.20914128,1.8629210441218902,155.6699981689453,155.34442138671875,158.57000732421875,No Action
97,PLTR,-0.39579105,4.301528376232189,164.36000061035156,163.70947265625,171.42999267578125,No Action
98,GEV,-0.5429872,-1.3561517448556382,634.1500244140625,630.7066650390625,625.5499877929688,No Action
99,PLD,-0.5794028,0.46159099521472235,114.81999969482422,114.15472412109376,115.3499984741211,No Action
